"","Station","State","airportCode","Lat","Lon","Elevation","WMO"
"890","Glendive","MT","KGDV",47.13,-104.8,749,99999
"891","Glasgow","MT","KGGW",48.22,-106.62,700,72768
"892","Great Falls","MT","KGTF",47.48,-111.37,1115,72775
"893","Helena","MT","KHLN",46.6,-112,1188,72772
"894","Hamilton","MT","KHMM",46.25,-114.15,1110,99999
"895","Havre","MT","KHVR",48.55,-109.77,792,72777
"896","Jordan","MT","KJDN",47.33,-106.93,811,99999
"897","Livingston","MT","KLVM",45.7,-110.45,1419,99999
"898","Lewistown","MT","KLWT",47.05,-109.47,1270,99999
"899","Miles City","MT","KMLS",46.43,-105.87,801,74230
"900","Monida","MT","KMQM",44.57,-112.32,2068,99999
"901","Missoula","MT","KMSO",46.92,-114.08,972,72773
"902","Wolf Point","MT","KOLF",48.1,-105.58,605,99999
"903","Sidney-Richland","MT","KSDY",47.7,-104.2,605,99999
"904","West Yellowstone","MT","KWEY",44.65,-111.1,2031,99999
"905","Boone","NC","KTNB",36.22,-81.67,1011,99999
"906","Lincolntown","NC","KIPJ",35.48,-81.17,267,99999
"907","Roxboro","NC","KTDF",36.28,-78.98,186,99999
"908","Albemarle","NC","KVUJ",35.42,-80.15,186,99999
"909","Smithfield","NC","KJNX",35.53,-78.38,50,99999
"910","Lexington","NC","KEXX",35.78,-80.3,223,99999
"911","Beaufort","NC","KMRH",34.73,-76.66,3,99999
"912","Salisbury","NC","KRUQ",35.65,-80.52,236,99999
"913","North Wilkesboro","NC","KUKF",36.22,-81.1,396,99999
"914","Chapel Hill","NC","KIGX",35.94,-79.07,156,99999
"915","Washington","NC","KOCW",35.57,-77.05,12,99999
"916","Mount Airy","NC","KMWK",36.46,-80.55,380,99999
"917","Morgantown","NC","KMRN",35.82,-81.61,387,99999
"918","Jefferson","NC","KGEV",36.43,-81.42,969,99999
"919","Gastonia","NC","KAKH",35.2,-81.16,243,99999
"920","Monroe","NC","KEQY",35.02,-80.62,212,99999
"921","Ahoskie","NC","KASJ",36.3,-77.17,21,99999
"922","Andrews","NC","K6A3",35.19,-83.86,518,99999
"923","Asheboro","NC","KHBI",35.65,-79.9,205,99999
"924","Asheville","NC","KAVL",35.43,-82.55,661,72315
"925","Burlington","NC","KBUY",36.05,-79.47,188,99999
"926","Charlotte","NC","KCLT",35.22,-80.93,234,72314
"927","Elizabeth City","NC","KECG",36.27,-76.18,4,99999
"928","Erwin","NC","KHRJ",35.38,-78.73,60,99999
"929","New Bern","NC","KEWN",35.07,-77.05,6,99999
"930","Edenton","NC","KEDE",36.03,-76.57,6,99999
"931","Fayetteville","NC","KFAY",34.98,-78.88,58,99999
"932","Greenville","NC","KPGV",35.63,-77.39,8,99999
"933","Fort Bragg","NC","KFBG",35.13,-78.93,74,74693
"934","Goldsboro","NC","KGSB",35.33,-77.97,33,99999
"935","Greensboro","NC","KGSO",36.08,-79.95,270,72317
"936","Cape Hatteras","NC","KHAT",35.27,-75.55,3,72304
"937","Mackall AAF","NC","KHFF",35.03,-79.5,115,99999
"938","Laurinburg-Maxton","NC","KMEB",34.79,-79.37,67,99999
"939","Hickory","NC","KHKY",35.73,-81.38,362,99999
"940","Hatteras","NC","KHSE",35.22,-75.62,3,99999
"941","Kenansville","NC","KDPL",35,-77.98,41,99999
"942","Wilmington","NC","KILM",34.27,-77.9,10,99999
"943","Rutherfordton","NC","KFQD",35.43,-81.94,329,99999
"944","Winston-Salem","NC","KINT",36.13,-80.22,296,99999
"945","Kinston","NC","KISO",35.33,-77.62,29,99999
"946","Statesville","NC","KSVH",35.76,-80.96,294,99999
"947","Manteo","NC","KMQI",35.92,-75.7,4,99999
"948","New River MCAS","NC","KNCA",34.72,-77.45,8,99999
"949","Cherry Point","NC","KNKT",34.9,-76.88,9,72309
"950","Jacksonville","NC","KOAJ",34.83,-77.62,29,99999
"951","Pope AFB","NC","KPOB",35.17,-79.02,66,72303
"952","Raleigh-Durham Airport","NC","KRDU",35.87,-78.78,134,72306
"953","Roanoke Rapids","NC","KRZZ",36.44,-77.71,78,99999
"954","Rocky Mount","NC","KRWI",35.85,-77.9,48,99999
"955","Southern Pines","NC","KSOP",35.23,-79.4,141,99999
"956","Lumberton","NC","KLBT",34.61,-79.06,37,99999
"957","Bismarck","ND","KBIS",46.77,-100.75,506,72764
"958","Dickinson","ND","KDIK",46.8,-102.8,789,99999
"959","Devils Lake","ND","KDVL",48.12,-98.92,443,99999
"960","Fargo","ND","KFAR",46.9,-96.8,274,72753
"961","Grand Forks","ND","KGFK",47.95,-97.18,257,99999
"962","Williston","ND","KISN",48.18,-103.63,581,72767
"963","Jamestown","ND","KJMS",46.93,-98.68,457,99999
"964","Minot AFB","ND","KMIB",48.42,-101.35,508,99999
"965","Minot","ND","KMOT",48.27,-101.28,523,99999
"966","Garrison","ND","KN60",47.65,-101.43,587,99999
"967","Lidgerwood","ND","KP67",46.1,-97.15,351,99999
"968","Grand Forks AFB","ND","KRDR",47.97,-97.4,278,99999
"969","Hettinger","ND","KHEI",46.01,-102.66,824,99999
"970","Alliance","NE","KAIA",42.05,-102.8,1198,99999
"971","Ainsworth","NE","KANW",42.58,-100,789,99999
"972","Aurora","NE","KAUH",40.88,-98,550,99999
"973","Broken Bow","NE","KBBW",41.43,-99.65,776,99999
"974","Scottsbluff","NE","KBFF",41.87,-103.6,1206,72566
"975","Beatrice","NE","KBIE",40.3,-96.75,403,99999
"976","Chadron","NE","KCDR",42.83,-103.1,1005,99999
"977","Kearney","NE","KEAR",40.73,-99,649,99999
"978","Fremont","NE","KFET",41.45,-96.53,367,99999
"979","Falls City","NE","KFNB",40.08,-95.6,300,99999
"980","Grand Island","NE","KGRI",40.97,-98.32,566,72552
"981","Hastings","NE","KHSI",40.6,-98.43,596,99999
"982","Holdrege","NE","KHDE",40.45,-99.33,705,99999
"983","Imperial","NE","KIML",40.52,-101.62,998,99999
"984","North Platte","NE","KLBF",41.13,-100.68,849,72562
"985","Lincoln","NE","KLNK",40.85,-96.75,362,72551
"986","Lexington","NE","KLXN",40.78,-99.77,734,99999
"987","McCook","NE","KMCK",40.2,-100.58,786,99999
"988","Mullen","NE","KMHN",42.05,-101.07,994,99999
"989","Ord","NE","KODX",41.62,-98.95,631,99999
"990","Omaha Offutt","NE","KOFF",41.12,-95.92,319,72554
"991","Norfolk","NE","KOFK",41.98,-97.43,473,72556
"992","Ogallala","NE","KOGA",41.05,-101.8,999,99999
"993","Columbus","NE","KOLU",41.45,-97.33,440,99999
"994","Omaha","NE","KOMA",41.3,-95.9,299,72550
"995","O'Neill","NE","KONL",42.47,-98.68,619,99999
"996","North Omaha","NE","KOVN",41.37,-96.02,406,72553
"997","Sidney","NE","KSNY",41.1,-102.98,1312,72561
"998","Tekamah","NE","KTQE",41.77,-96.17,312,99999
"999","Valentine","NE","KVTN",42.87,-100.55,792,72567
"1000","Jaffrey","NH","KAFN",42.8,-72,317,99999
"1001","Nashua","NH","KASH",42.78,-71.52,61,99999
"1002","Berlin","NH","KBML",44.58,-71.18,695,99999
"1003","Concord","NH","KCON",43.2,-71.5,105,72605
"1004","Keene","NH","KEEN",42.9,-72.27,149,99999
"1005","Whitefield","NH","KHIE",44.35,-71.55,319,99999
"1006","Laconia","NH","KLCI",43.57,-71.42,166,99999
"1007","Lebanon","NH","KLEB",43.63,-72.3,182,99999
"1008","Manchester","NH","KMHT",42.93,-71.43,71,99999
"1009","Mt. Washington","NH","KMWN",44.27,-71.3,1910,72613
"1010","Portsmouth","NH","KPSM",43.08,-70.82,31,99999
"1011","Rochester","NH","KDAW",43.29,-70.92,100,99999
"1012","Sussex","NJ","KFWN",41.2,-74.63,128,99999
"1013","Atlantic City","NJ","KACY",39.45,-74.57,20,72407
"1014","Belmar-Farmingdale","NJ","KBLM",40.18,-74.13,48,99999
"1015","Caldwell","NJ","KCDW",40.88,-74.28,53,99999
"1016","Newark","NJ","KEWR",40.7,-74.17,9,72502
"1017","Millville","NJ","KMIV",39.37,-75.07,25,99999
"1018","Morristown","NJ","KMMU",40.8,-74.42,57,99999
"1019","Mount Holly","NJ","KVAY",39.93,-74.84,16,99999
"1020","Lakehurst NAS","NJ","KNEL",40.03,-74.35,31,72409
"1021","Teterboro","NJ","KTEB",40.85,-74.07,3,99999
"1022","Trenton","NJ","KTTN",40.28,-74.82,65,99999
"1023","McGuire AFB","NJ","KWRI",40.02,-74.6,41,99999
"1024","Wildwood","NJ","KWWD",39.02,-74.92,7,99999
"1025","Somerville","NJ","KSMQ",40.62,-74.67,32,99999
"1026","Andover","NJ","K12N",41.01,-74.74,177,99999
"1027","Artesia","NM","KATS",32.85,-104.47,1081,99999
"1028","Corona","NM","K4CR",34.1,-105.68,1981,99999
"1029","Moriarty","NM","K4MY",34.98,-106.05,1890,99999
"1030","Cuba","NM","K4SL",35.8,-107.18,2106,99999
"1031","Albuquerque","NM","KABQ",35.05,-106.62,1620,72365
"1032","Albuquerque Double Eagle","NM","KAEG",35.14,-106.8,1779,99999
"1033","Alamogordo","NM","KALM",32.83,-105.98,1279,99999
"1034","Clayton","NM","KCAO",36.45,-103.15,1515,72360
"1035","Carlsbad","NM","KCNM",32.33,-104.27,1004,99999
"1036","Clovis","NM","KCVN",34.43,-103.08,1284,99999
"1037","Clovis Cannon AFB","NM","KCVS",34.38,-103.32,1309,99999
"1038","Deming","NM","KDMN",32.27,-107.72,1313,99999
"1039","Chama","NM","KE33",36.9,-106.58,2393,99999
"1040","Farmington","NM","KFMN",36.75,-108.23,1677,99999
"1041","Grants-Milan","NM","KGNT",35.17,-107.9,1987,99999
"1042","Gallup","NM","KGUP",35.52,-108.78,1972,99999
"1043","Holloman AFB","NM","KHMN",32.85,-106.1,1248,74732
"1044","Hobbs","NM","KHOB",32.68,-103.22,1115,99999
"1045","Los Alamos","NM","KLAM",35.88,-106.28,2179,99999
"1046","Las Cruces","NM","KLRU",32.28,-106.92,1358,99999
"1047","Las Vegas","NM","KLVS",35.65,-105.15,2095,99999
"1048","Roswell","NM","KROW",33.3,-104.53,1118,72268
"1049","Santa Fe","NM","KSAF",35.62,-106.08,1934,99999
"1050","Taos","NM","KSKX",36.45,-105.67,2161,99999
"1051","Ruidoso","NM","KSRR",33.47,-105.53,2076,99999
"1052","Silver City","NM","KSVC",32.63,-108.15,1659,72272
"1053","Tucumcari","NM","KTCC",35.18,-103.6,1239,99999
"1054","Truth Or Consequences","NM","KTCS",33.23,-107.27,1481,72271
"1055","Clines Corner","NM","KCQC",35,-105.66,2160,99999
"1056","Raton","NM","KRTN",36.74,-104.66,1939,99999
"1057","Wildhorse Resevoir","NV","KAWH",41.67,-115.78,1902,99999
"1058","Battle Mountain","NV","KB23",40.6,-116.87,1381,99999
"1059","Mercury","NV","KDRA",36.62,-116.02,1009,72387
"1060","Elko","NV","KEKO",40.83,-115.78,1565,99999
"1061","Ely","NV","KELY",39.28,-114.85,1909,72486
"1062","Hawthorne","NV","KHTH",38.55,-118.63,1285,99999
"1063","North Las Vegas","NV","KVGT",36.21,-115.19,671,99999
"1064","Las Vegas","NV","KLAS",36.08,-115.17,664,72386
"1065","Lovelock","NV","KLOL",40.07,-118.57,1190,99999
"1066","Nellis AFB","NV","KLSV",36.23,-115.03,570,99999
"1067","Fallon NAS","NV","KNFL",39.42,-118.7,1199,99999
"1068","Caliente","NV","KP38",37.62,-114.52,1335,72487
"1069","Eureka","NV","KP68",39.52,-115.97,1993,99999
"1070","Reno","NV","KRNO",39.5,-119.78,1341,72488
"1071","Tonopah","NV","KTPH",38.05,-117.08,1654,99999
"1072","Austin","NV","KU31",39.5,-117.08,2014,99999
"1073","Winnemucca","NV","KWMC",40.9,-117.8,1315,72583
"1074","Wells","NV","K9BB",41.11,-114.97,1723,99999
"1075","Central Park","NY","KNYC",40.77,-73.98,27,99999
"1076","Dansville","NY","KDSV",42.57,-77.71,201,99999
"1077","Wellsville","NY","KELZ",42.11,-77.99,647,99999
"1078","Westhampton Beach","NY","KFOK",40.85,-72.62,33,99999
"1079","Shirley","NY","KHWV",40.82,-72.87,21,99999
"1080","Albany","NY","KALB",42.75,-73.8,89,72518
"1081","Penn Yan","NY","KPEO",42.63,-77.05,298,99999
"1082","Watertown","NY","KART",44,-76.02,99,99999
"1083","Binghamton","NY","KBGM",42.22,-75.98,497,72515
"1084","Buffalo","NY","KBUF",42.93,-78.73,215,72528
"1085","Dunkirk","NY","KDKK",42.5,-79.28,203,99999
"1086","Elmira","NY","KELM",42.17,-76.9,291,99999
"1087","Farmingdale","NY","KFRG",40.73,-73.42,25,99999
"1088","Glens Falls","NY","KGFL",43.33,-73.62,100,99999
"1089","Fort Drum","NY","KGTB",44.05,-75.73,207,74370
"1090","White Plains","NY","KHPN",41.07,-73.7,134,99999
"1091","East Hampton","NY","KHTO",40.97,-72.25,55,99999
"1092","Niagara Falls","NY","KIAG",43.1,-78.95,180,99999
"1093","Islip","NY","KISP",40.8,-73.1,30,99999
"1094","Ithaca","NY","KITH",42.48,-76.45,335,99999
"1095","New York JFK","NY","KJFK",40.65,-73.78,7,74486
"1096","Fulton","NY","KFZY",43.35,-76.39,145,99999
"1097","Jamestown","NY","KJHW",42.15,-79.27,525,99999
"1098","Montgomery","NY","KMGJ",41.51,-74.26,111,99999
"1099","New York","NY","KLGA",40.77,-73.9,9,72503
"1100","Massena","NY","KMSS",44.93,-74.85,65,99999
"1101","Monticello","NY","KMSV",41.7,-74.8,428,99999
"1102","Ogdensburg","NY","KOGS",44.68,-75.47,91,99999
"1103","Plattsburgh","NY","KPLB",44.69,-73.52,74,99999
"1104","Poughkeepsie","NY","KPOU",41.63,-73.88,51,99999
"1105","Rochester","NY","KROC",43.12,-77.67,169,72529
"1106","Schenectady","NY","KSCH",42.85,-73.93,115,99999
"1107","Saranac Lake","NY","KSLK",44.38,-74.2,507,99999
"1108","Newburgh","NY","KSWF",41.5,-74.1,150,99999
"1109","Syracuse","NY","KSYR",43.12,-76.12,124,72519
"1110","Utica","NY","KUCA",43.15,-75.38,226,99999
"1111","Montauk","NY","KMTP",41.07,-71.92,2,99999
"1112","Akron","OH","KAKR",41.04,-81.47,325,99999
"1113","Bolton Field","OH","KTZR",39.9,-83.14,276,99999
"1114","New Philadelphia","OH","KPHD",40.47,-81.42,273,99999
"1115","Hamilton","OH","KHAO",39.36,-84.52,193,99999
"1116","Wooster","OH","KBJJ",40.87,-81.89,344,99999
"1117","Cleveland Burke","OH","KBKL",41.52,-81.68,178,99999
"1118","Akron Canton","OH","KCAK",40.92,-81.43,377,72521
"1119","Cleveland Cuyahoga","OH","KCGF",41.57,-81.48,268,99999
"1120","Cleveland","OH","KCLE",41.42,-81.87,245,72524
"1121","Columbus","OH","KCMH",40,-82.88,249,72428
"1122","Dayton","OH","KDAY",39.9,-84.2,306,72429
"1123","Dayton Wright","OH","KMGY",39.59,-84.22,293,72429
"1124","Defiance","OH","KDFI",41.33,-84.42,216,99999
"1125","Lorain","OH","KLPR",41.34,-82.17,242,99999
"1126","Findlay","OH","KFDY",41.02,-83.67,247,99999
"1127","Lima","OH","KAOH",40.71,-84.03,297,99999
"1128","Marion","OH","KMNN",40.62,-83.06,303,99999
"1129","Wright-Patt AFB","OH","KFFO",39.83,-84.05,251,74570
"1130","Rickenbacker","OH","KLCK",39.82,-82.93,227,99999
"1131","Lancaster","OH","KLHQ",39.75,-82.67,260,99999
"1132","Cincinnati","OH","KLUK",39.1,-84.42,147,99999
"1133","Mansfield","OH","KMFD",40.82,-82.52,395,99999
"1134","Ohio State University","OH","KOSU",40.08,-83.07,276,99999
"1135","Toledo","OH","KTOL",41.6,-83.8,211,72536
"1136","Toledo Metcalf","OH","KTDZ",41.56,-83.48,190,99999
"1137","Youngstown","OH","KYNG",41.27,-80.67,361,72525
"1138","Wilmington","OH","KILN",39.43,-83.79,328,99999
"1139","Zanesville","OH","KZZV",39.95,-81.9,274,99999
"1140","Newark Heath","OH","KVTA",40.02,-82.46,269,99999
"1141","Ashtabula","OH","KHZY",41.78,-80.7,278,99999
"1142","Poteau","OK","KRKR",35.02,-94.62,138,99999
"1143","Alva","OK","KAVK",36.77,-98.67,449,99999
"1144","Grove","OK","KGMJ",36.61,-94.74,254,99999
"1145","Ada","OK","KADH",34.8,-96.67,310,99999
"1146","Pauls Valley","OK","KPVJ",34.72,-97.22,295,99999
"1147","Guyman","OK","KGUY",36.68,-101.51,948,99999
"1148","Ardmore","OK","KADM",34.3,-97.02,232,99999
"1149","Ardmore Downtown","OK","K1F0",34.15,-97.12,257,99999
"1150","Bartlesville","OK","KBVO",36.77,-96.02,218,99999
"1151","Clinton-Sherman","OK","KCSM",35.33,-99.2,586,99999
"1152","Enid Vance AFB","OK","KEND",36.33,-97.92,398,99999
"1153","Fort Sill","OK","KFSI",34.65,-98.4,362,72355
"1154","Gage","OK","KGAG",36.3,-99.77,678,99999
"1155","Hobart","OK","KHBR",34.98,-99.05,477,99999
"1156","Lawton","OK","KLAW",34.57,-98.42,338,99999
"1157","Altus AFB","OK","KLTS",34.67,-99.27,420,72352
"1158","Guthrie","OK","KGOK",35.85,-97.42,325,99999
"1159","McAlester","OK","KMLC",34.88,-95.78,235,99999
"1160","Muskogee","OK","KMKO",35.65,-95.37,186,99999
"1161","Oklahoma City","OK","KOKC",35.4,-97.6,397,72353
"1162","Ponca City","OK","KPNC",36.73,-97.1,307,99999
"1163","Oklahoma City Wiley Post","OK","KPWA",35.53,-97.65,396,99999
"1164","Stillwater","OK","KSWO",36.17,-97.08,300,99999
"1165","Tinker AFB","OK","KTIK",35.42,-97.38,394,72354
"1166","Tulsa","OK","KTUL",36.2,-95.9,206,72356
"1167","Tulsa Jones","OK","KRVS",36.04,-95.98,194,99999
"1168","Enid","OK","KWDG",36.38,-97.78,356,99999
"1169","Frederick","OK","KFDR",34.34,-98.98,377,99999
"1170","Aurora","OR","KUAO",45.25,-122.77,60,99999
"1171","Brookings","OR","K4BK",42.05,-124.28,24,99999
"1172","John Day State","OR","K5J0",44.4,-118.97,1127,99999
"1173","Astoria","OR","KAST",46.15,-123.88,7,72791
"1174","Baker","OR","KBKE",44.83,-117.82,1027,99999
"1175","Burns","OR","KBNO",43.58,-118.95,1271,72683
"1176","Corvallis","OR","KCVO",44.5,-123.28,75,99999
"1177","Cascade Locks","OR","KCZK",45.67,-121.88,46,99999
"1178","The Dalles","OR","KDLS",45.62,-121.17,74,99999
"1179","Eugene","OR","KEUG",44.12,-123.22,114,72693
"1180","Portland Hillsboro","OR","KHIO",45.53,-122.95,62,99999
"1181","Newport","OR","KJNW",44.58,-124.07,48,99999
"1182","Newport Airport","OR","KONP",44.58,-124.05,48,72695
"1183","La Grande","OR","KLGD",45.28,-118,827,99999
"1184","Lakeview AWS","OR","KLKV",42.17,-120.4,1441,99999
"1185","Klamath Falls","OR","KLMT",42.15,-121.73,1247,99999
"1186","McMinnville","OR","KMMV",45.19,-123.14,49,99999
"1187","Meacham","OR","KMEH",45.52,-118.4,1236,99999
"1188","Medford","OR","KMFR",42.37,-122.87,405,72597
"1189","Ontario","OR","KONO",44.02,-117.02,668,99999
"1190","North Bend","OR","KOTH",43.42,-124.25,4,99999
"1191","Pendleton","OR","KPDT",45.68,-118.85,456,72688
"1192","Portland","OR","KPDX",45.6,-122.6,12,72698
"1193","Pacific City","OR","KPFC",45.2,-123.97,2,99999
"1194","Roseburg","OR","KRBG",43.23,-123.35,160,99999
"1195","Redmond","OR","KRDM",44.25,-121.15,938,99999
"1196","Rome","OR","KREO",42.58,-117.89,1235,99999
"1197","Tillamook","OR","KS47",45.42,-123.82,11,99999
"1198","Salem","OR","KSLE",44.92,-123,61,72694
"1199","Scappoose","OR","KSPB",45.77,-122.86,48,99999
"1200","Sexton Summit","OR","KSXT",42.62,-123.37,1171,99999
"1201","Portland Troutdale","OR","KTTD",45.55,-122.4,11,99999
"1202","Hermiston","OR","KHRI",45.93,-119.26,195,99999
"1203","Doylestown","PA","KDYL",40.33,-75.12,120,99999
"1204","Pottstown","PA","KPTW",40.24,-75.56,92,99999
"1205","Mt. Pocono","PA","KMPO",41.14,-75.38,577,99999
"1206","Allentown","PA","KABE",40.65,-75.43,117,72517
"1207","Selinsgrove","PA","KSEG",40.82,-76.86,137,99999
"1208","Washington","PA","KAFJ",40.13,-80.28,361,99999
"1209","Pittsburgh Allegheny Co.","PA","KAGC",40.35,-79.93,382,99999
"1210","Altoona","PA","KAOO",40.3,-78.32,458,99999
"1211","Avoca","PA","KAVP",41.33,-75.73,289,72513
"1212","Bradford","PA","KBFD",41.8,-78.63,653,99999
"1213","Butler","PA","KBTP",40.78,-79.95,380,99999
"1214","Beaver Falls","PA","KBVI",40.77,-80.4,382,99999
"1215","Harrisburg","PA","KCXY",40.22,-76.85,106,99999
"1216","Du Bois","PA","KDUJ",41.18,-78.9,554,99999
"1217","Erie","PA","KERI",42.08,-80.18,225,72526
"1218","Franklin","PA","KFKL",41.38,-79.87,469,99999
"1219","Williamsport","PA","KIPT",41.25,-76.92,160,72514
"1220","Indiana","PA","KIDI",40.63,-79.1,428,99999
"1221","Johnstown","PA","KJST",40.32,-78.83,696,99999
"1222","Meadville","PA","KGKJ",41.63,-80.21,427,99999
"1223","Latrobe","PA","KLBE",40.28,-79.4,361,99999
"1224","Lancaster","PA","KLNS",40.12,-76.3,123,99999
"1225","Middletown","PA","KMDT",40.2,-76.77,94,99999
"1226","Fort Indiantown Gap","PA","KMUI",40.43,-76.57,149,99999
"1227","Willow Grove","PA","KNXX",40.2,-75.15,110,99999
"1228","Philadelphia","PA","KPHL",39.88,-75.25,9,72408
"1229","Pittsburgh","PA","KPIT",40.5,-80.22,373,72520
"1230","Northeast Philadelphia","PA","KPNE",40.08,-75.02,37,99999
"1231","Reading","PA","KRDG",40.38,-75.97,105,99999
"1232","York","PA","KTHV",39.92,-76.87,146,99999
"1233","State College","PA","KUNV",40.85,-77.85,378,99999
"1234","Clearfield","PA","KFIG",41.05,-78.41,488,99999
"1235","Westerly","RI","KWST",41.35,-71.8,25,99999
"1236","Block Island","RI","KBID",41.17,-71.58,33,99999
"1237","N. Kingstown","RI","KOQU",41.6,-71.42,6,99999
"1238","Providence","RI","KPVD",41.73,-71.43,19,72507
"1239","Pawtucket","RI","KSFZ",41.92,-71.5,134,99999
"1240","Newport","RI","KUUU",41.45,-71.3,6,99999
"1241","Greenwood","SC","KGRD",34.25,-82.16,192,99999
"1242","Darlington","SC","KUDG",34.45,-79.88,59,99999
"1243","Clemson","SC","KCEU",34.67,-82.89,272,99999
"1244","Anderson","SC","KAND",34.5,-82.72,238,99999
"1245","Columbia","SC","KCAE",33.95,-81.12,69,72310
"1246","Charleston","SC","KCHS",32.9,-80.03,15,72208
"1247","North Myrtle Beach","SC","KCRE",33.82,-78.72,10,99999
"1248","Florence","SC","KFLO",34.18,-79.72,45,99999
"1249","Greenville Downtown","SC","KGMU",34.85,-82.35,319,99999
"1250","Greenville","SC","KGSP",34.9,-82.22,296,72312
"1251","Eastover","SC","KMMT",33.92,-80.8,77,99999
"1252","Columbia Owens","SC","KCUB",33.97,-80.99,56,99999
"1253","Myrtle Beach","SC","KMYR",33.68,-78.93,8,74791
"1254","Beaufort MCAS","SC","KNBC",32.48,-80.72,12,99999
"1255","Shaw AFB","SC","KSSC",33.97,-80.47,74,74790
"1256","Orangeburg","SC","KOGB",33.46,-80.86,60,99999
"1257","Rock Hill","SC","KUZA",34.98,-81.06,221,99999
"1258","Pine Ridge","SD","KIEN",43.02,-102.51,1015,99999
"1259","Custer","SD","KCUT",43.73,-103.62,1707,99999
"1260","Buffalo","SD","K2WX",45.57,-103.52,881,99999
"1261","Chamberlain","SD","K9V9",43.8,-99.32,530,72653
"1262","Aberdeen","SD","KABR",45.45,-98.43,396,72659
"1263","Faith","SD","KD07",45.04,-102.02,787,99999
"1264","Watertown","SD","KATY",44.92,-97.15,533,99999
"1265","Brookings","SD","KBKX",44.3,-96.82,502,99999
"1266","Belle Fourche","SD","KEFC",44.73,-103.87,82,99999
"1267","Sioux Falls","SD","KFSD",43.58,-96.73,435,72651
"1268","Huron","SD","KHON",44.38,-98.22,393,72654
"1269","Mitchell","SD","KMHE",43.77,-98.03,397,99999
"1270","Mobridge","SD","KMBG",45.54,-100.41,510,99999
"1271","Philip","SD","KPHP",44.05,-101.6,673,99999
"1272","Pierre","SD","KPIR",44.38,-100.28,531,99999
"1273","Rapid City","SD","KRAP",44.05,-103.07,966,72662
"1274","Ellsworth AFB","SD","KRCA",44.15,-103.1,978,99999
"1275","Lemmon","SD","KY22",45.93,-102.17,781,99999
"1276","Yankton","SD","KYKN",42.92,-97.38,398,99999
"1277","Winner","SD","KSFD",43.4,-99.8,622,99999
"1278","Sisseton","SD","K8D3",45.67,-96.99,354,99999
"1279","Somerville","TN","KFYE",35.21,-89.39,133,99999
"1280","Huntingdon","TN","KHZD",36.09,-88.46,151,99999
"1281","Paris","TN","KPHT",36.34,-88.38,177,99999
"1282","Selmer","TN","KSZY",35.2,-88.5,186,99999
"1283","Union City","TN","KUCY",36.38,-88.99,104,99999
"1284","Covington","TN","KM04",35.58,-89.59,85,99999
"1285","Bolivar","TN","KM08",35.21,-89.04,152,99999
"1286","Lexington","TN","KM52",35.65,-88.38,157,99999
"1287","Savannah","TN","KSNH",35.17,-88.22,144,99999
"1288","Nashville","TN","KBNA",36.12,-86.68,180,72327
"1289","Chattanooga","TN","KCHA",35.03,-85.2,210,72324
"1290","Crossville","TN","KCSV",35.95,-85.08,573,99999
"1291","Dyersburg","TN","KDYR",36,-89.4,103,99999
"1292","Memphis","TN","KMEM",35.05,-90,87,72334
"1293","Jackson","TN","KMKL",35.6,-88.92,132,99999
"1294","Smyrna","TN","KMQY",36.02,-86.52,166,99999
"1295","Millington","TN","KNQA",35.35,-89.87,98,99999
"1296","Tri-Cities","TN","KTRI",36.48,-82.4,463,99999
"1297","Knoxville","TN","KTYS",35.82,-83.98,299,72326
"1298","Oak Ridge","TN","KOQT",36.02,-84.23,277,99999
"1299","Brenham","TX","K11R",30.22,-96.37,94,99999
"1300","Grand Prarie","TX","KGPM",32.7,-97.05,180,99999
"1301","Dryden","TX","K6R6",30.05,-102.21,708,99999
"1302","McKinney","TX","KTKI",33.18,-96.59,179,99999
"1303","Arlington","TX","KGKY",32.66,-97.09,192,99999
"1304","Corsicana","TX","KCRS",32.03,-96.4,137,99999
"1305","Terrell","TX","KTRL",32.71,-96.27,145,99999
"1306","New Braunfels","TX","KBAZ",29.7,-98.2,9999,99999
"1307","Abilene","TX","KABI",32.42,-99.68,546,72266
"1308","Waco","TX","KACT",31.62,-97.22,155,72256
"1309","Dallas Addison","TX","KADS",32.97,-96.83,196,99999
"1310","Fort Worth Alliance","TX","KAFW",32.98,-97.32,220,99999
"1311","Alice","TX","KALI",27.73,-98.03,54,99999
"1312","Amarillo","TX","KAMA",35.23,-101.7,1099,72363
"1313","Austin","TX","KATT",30.3,-97.7,189,99999
"1314","Austin Bergstrom","TX","KAUS",30.19,-97.67,165,72254
"1315","Borger","TX","KBGD",35.7,-101.4,9999,99999
"1316","Beaumont","TX","KBPT",29.95,-94.02,7,72241
"1317","Brownsville","TX","KBRO",25.9,-97.43,6,72250
"1318","Burnet","TX","KBMQ",30.74,-98.24,391,99999
"1319","Childress","TX","KCDS",34.43,-100.28,595,99999
"1320","College Station","TX","KCLL",30.58,-96.37,98,99999
"1321","Cotulla","TX","KCOT",28.45,-99.22,144,99999
"1322","Corpus Christi","TX","KCRP",27.77,-97.5,13,72251
"1323","Conroe","TX","KCXO",30.36,-95.41,75,99999
"1324","Dallas Love","TX","KDAL",32.85,-96.85,148,99999
"1325","Dallas/Ft Worth","TX","KDFW",32.9,-97.03,182,72259
"1326","Dalhart","TX","KDHT",36.02,-102.55,1216,99999
